dropoffLocationID,avgTripTimes,sum(total_amount)
45,2022.0,467.45000000000005
46,2022.0,0.0
47,2022.0,66.6
48,2022.0,5220.37
49,2022.0,853.8199999999999
50,2022.0,957.1500000000001
52,2022.0,150.10999999999999
54,2022.0,249.32
55,2022.0,193.7
56,2022.0,141.72
61,2022.0,1433.6699999999996
62,2022.0,336.21999999999997
63,2022.0,144.3
64,2022.0,135.93
65,2022.0,992.93
66,2022.0,439.28
67,2022.0,69.75
68,2022.0,2979.039999999998
69,2022.0,70.6
7,2022.0,943.9399999999997
70,2022.0,166.14999999999998
71,2022.0,212.25
