dropoffLocationID,avgTripTimes,sum(total_amount)
229,2022.0,301.19000000000005
230,2022.0,52.66
231,2022.0,83.83000000000001
232,2022.0,80.25999999999999
233,2022.0,101.53999999999999
234,2022.0,68.39999999999999
236,2022.0,578.9499999999999
237,2022.0,228.61
238,2022.0,250.82
239,2022.0,326.36000000000007
244,2022.0,64.69
246,2022.0,72.02
255,2022.0,28.56
256,2022.0,27.3
261,2022.0,26.3
262,2022.0,336.00999999999993
263,2022.0,464.0200000000001
264,2022.0,57.650000000000006
33,2022.0,56.1
38,2022.0,82.62
4,2022.0,22.8
