dropoffLocationID,avgTripTimes,sum(total_amount)
140,2022.0,307.8400000000001
141,2022.0,606.9000000000001
142,2022.0,403.6800000000001
143,2022.0,297.73
144,2022.0,131.87
145,2022.0,109.60999999999999
146,2022.0,36.71
147,2022.0,26.8
148,2022.0,122.80999999999999
151,2022.0,23.34
152,2022.0,33.5
158,2022.0,202.29000000000002
161,2022.0,248.40000000000006
162,2022.0,192.31000000000006
163,2022.0,177.45000000000005
164,2022.0,228.30000000000004
165,2022.0,106.65
166,2022.0,101.67
170,2022.0,425.7200000000002
173,2022.0,40.8
179,2022.0,38.6
