dropoffLocationID,avgTripTimes,sum(total_amount)
181,2022.0,93.17
186,2022.0,291.14
189,2022.0,38.76
190,2022.0,35.3
191,2022.0,64.02
193,2022.0,19.3
202,2022.0,22.88
209,2022.0,48.86
211,2022.0,97.74
223,2022.0,49.760000000000005
224,2022.0,121.71
226,2022.0,21.35
229,2022.0,299.1200000000001
230,2022.0,344.5300000000001
231,2022.0,558.6100000000001
232,2022.0,102.45
233,2022.0,143.28
234,2022.0,736.8199999999997
236,2022.0,771.0400000000002
237,2022.0,456.01000000000005
238,2022.0,320.65000000000003
239,2022.0,380.17
