dropoffLocationID,avgTripTimes,sum(total_amount)
161,2022.0,239.07
162,2022.0,144.74
163,2022.0,218.85000000000002
164,2022.0,129.87
170,2022.0,233.36
179,2022.0,26.8
181,2022.0,37.72
186,2022.0,61.49
198,2022.0,91.31
209,2022.0,25.55
211,2022.0,57.760000000000005
220,2022.0,85.9
223,2022.0,32.55
224,2022.0,53.81
229,2022.0,248.87
230,2022.0,273.42
231,2022.0,110.98000000000002
232,2022.0,39.760000000000005
233,2022.0,253.16000000000008
234,2022.0,499.75000000000017
236,2022.0,133.39000000000001
