dropoffLocationID,avgTripTimes,sum(total_amount)
163,2022.0,293.59000000000003
164,2022.0,222.52000000000004
165,2022.0,64.56
166,2022.0,206.26000000000005
169,2022.0,31.3
170,2022.0,389.4800000000001
173,2022.0,42.25
179,2022.0,71.4
181,2022.0,99.78
185,2022.0,60.8
186,2022.0,250.36000000000004
196,2022.0,30.8
198,2022.0,30.8
200,2022.0,41.16
202,2022.0,27.36
211,2022.0,27.8
223,2022.0,63.78999999999999
224,2022.0,19.3
226,2022.0,103.03999999999999
229,2022.0,547.0099999999999
230,2022.0,345.95000000000016
231,2022.0,318.09000000000003
