dropoffLocationID,avgTripTimes,sum(total_amount)
107,2022.0,258.04
113,2022.0,115.0
114,2022.0,98.78999999999999
116,2022.0,70.8
125,2022.0,144.73999999999998
127,2022.0,120.47
13,2022.0,235.62
132,2022.0,282.29999999999995
137,2022.0,155.44
138,2022.0,136.3
140,2022.0,120.91999999999999
141,2022.0,146.48000000000002
142,2022.0,374.95000000000005
143,2022.0,326.16
144,2022.0,72.50999999999999
145,2022.0,26.76
146,2022.0,60.620000000000005
148,2022.0,327.67
151,2022.0,196.93000000000004
158,2022.0,271.54
161,2022.0,166.58
162,2022.0,196.95000000000005
