dropoffLocationID,avgTripTimes,sum(total_amount)
162,2022.0,152.09000000000003
163,2022.0,118.25000000000001
164,2022.0,179.73
166,2022.0,76.84
170,2022.0,212.98999999999998
181,2022.0,50.82
186,2022.0,141.6
193,2022.0,15.3
196,2022.0,32.8
211,2022.0,106.61999999999999
224,2022.0,72.48
226,2022.0,16.3
229,2022.0,114.03999999999999
230,2022.0,113.03999999999999
231,2022.0,109.17999999999999
232,2022.0,36.8
233,2022.0,223.83000000000004
234,2022.0,80.38
236,2022.0,275.14
237,2022.0,321.65
238,2022.0,152.48
