dropoffLocationID,avgTripTimes,sum(total_amount)
151,2022.0,25.55
152,2022.0,22.8
158,2022.0,193.83999999999997
161,2022.0,120.93
162,2022.0,122.61
163,2022.0,61.720000000000006
164,2022.0,103.28000000000002
166,2022.0,46.760000000000005
168,2022.0,34.3
170,2022.0,92.7
181,2022.0,44.85
186,2022.0,128.51999999999998
209,2022.0,20.3
211,2022.0,33.33
223,2022.0,32.15
224,2022.0,71.16
229,2022.0,35.06
230,2022.0,211.06000000000003
231,2022.0,210.34999999999997
232,2022.0,24.3
233,2022.0,56.150000000000006
234,2022.0,164.35000000000002
