dropoffLocationID,avgTripTimes,sum(total_amount)
143,2022.0,305.96000000000004
144,2022.0,133.86
145,2022.0,57.01
148,2022.0,68.11
151,2022.0,38.96
152,2022.0,27.8
158,2022.0,249.60000000000002
160,2022.0,40.35
161,2022.0,367.34000000000003
162,2022.0,241.45000000000005
163,2022.0,415.6800000000002
164,2022.0,496.52000000000015
166,2022.0,23.76
169,2022.0,70.6
170,2022.0,474.8200000000001
173,2022.0,43.85
177,2022.0,46.85
181,2022.0,130.8
186,2022.0,418.0300000000001
202,2022.0,25.74
209,2022.0,105.71
211,2022.0,237.32000000000002
