dropoffLocationID,avgTripTimes,sum(total_amount)
224,2022.0,50.31
226,2022.0,18.3
229,2022.0,375.49000000000007
230,2022.0,351.2100000000002
231,2022.0,503.12000000000006
232,2022.0,92.56
233,2022.0,259.36000000000007
234,2022.0,1008.7099999999996
236,2022.0,1317.6199999999992
237,2022.0,863.8599999999994
238,2022.0,312.2100000000001
239,2022.0,472.48999999999995
24,2022.0,89.36
243,2022.0,67.86
244,2022.0,183.24
246,2022.0,384.0700000000001
249,2022.0,256.03999999999996
25,2022.0,30.36
255,2022.0,146.19
256,2022.0,97.08
260,2022.0,20.3
